timestamp,elapsed_time_s,gpu_id,gpu_utilization_percent,memory_utilization_percent,memory_used_mb,memory_total_mb,memory_used_percent,temperature_c,power_draw_w
2025-04-26 01:18:21,0.00,0,1.0,2.0,2845.0,16376.0,17.37,30.0,15.15
2025-04-26 01:18:26,5.03,0,1.0,3.0,2847.0,16376.0,17.39,30.0,19.37
2025-04-26 01:18:31,10.05,0,1.0,2.0,2848.0,16376.0,17.39,30.0,15.01
2025-04-26 01:18:36,15.07,0,2.0,5.0,2845.0,16376.0,17.37,30.0,16.53
2025-04-26 01:18:41,20.10,0,1.0,2.0,2848.0,16376.0,17.39,30.0,22.18
2025-04-26 01:18:46,25.12,0,2.0,6.0,2846.0,16376.0,17.38,30.0,16.0
2025-04-26 01:18:51,30.15,0,1.0,3.0,2850.0,16376.0,17.40,30.0,24.97
2025-04-26 01:18:56,35.18,0,18.0,9.0,2850.0,16376.0,17.40,30.0,22.5
2025-04-26 01:19:01,40.20,0,4.0,6.0,2848.0,16376.0,17.39,30.0,15.12
2025-04-26 01:19:06,45.23,0,1.0,5.0,2848.0,16376.0,17.39,30.0,17.8
2025-04-26 01:19:12,50.25,0,2.0,3.0,2847.0,16376.0,17.39,30.0,23.06
2025-04-26 01:19:17,55.27,0,1.0,2.0,2847.0,16376.0,17.39,30.0,17.17
2025-04-26 01:19:22,60.30,0,3.0,6.0,2836.0,16376.0,17.32,29.0,15.44
2025-04-26 01:19:27,65.33,0,2.0,5.0,2836.0,16376.0,17.32,29.0,12.24
2025-04-26 01:19:32,70.36,0,2.0,3.0,2836.0,16376.0,17.32,30.0,22.13
2025-04-26 01:19:37,75.43,0,1.0,2.0,2836.0,16376.0,17.32,30.0,17.32
2025-04-26 01:19:42,80.46,0,6.0,7.0,2836.0,16376.0,17.32,29.0,12.19
2025-04-26 01:19:47,85.56,0,1.0,3.0,2836.0,16376.0,17.32,30.0,17.05
2025-04-26 01:19:52,90.59,0,6.0,7.0,2836.0,16376.0,17.32,29.0,17.8
2025-04-26 01:19:57,95.69,0,10.0,4.0,2836.0,16376.0,17.32,29.0,19.19
2025-04-26 01:20:02,100.73,0,5.0,4.0,2836.0,16376.0,17.32,30.0,23.58
2025-04-26 01:20:07,105.82,0,1.0,3.0,2835.0,16376.0,17.31,30.0,17.18
2025-04-26 01:20:12,110.86,0,2.0,5.0,2835.0,16376.0,17.31,29.0,12.15
